Star ID,Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12
1713,2,1,2,5,8,15,18,18,23,22,26,17
1713,2,1,2,5,7,16,17,18,23,22,27,17
1713,2,1,2,5,8,15,17,18,23,22,27,16
1713,2,1,2,5,6,16,17,18,23,22,27,17
1713,2,1,2,5,7,16,17,18,23,23,27,16
1713,2,1,2,5,9,15,17,18,23,22,27,17
2100,1,2,3,8,11,12,21,21,21,23,24,36
2100,1,2,3,8,11,12,21,21,21,23,24,35
2100,1,2,3,8,11,13,21,21,21,23,23,36
2100,1,2,3,8,11,12,21,21,21,23,23,37
2100,1,2,3,8,11,12,21,20,21,23,24,36
2100,1,2,3,8,11,12,21,21,21,23,24,36
2100,1,2,3,8,11,11,21,21,21,23,24,36
2100,1,2,2,8,11,12,21,21,21,23,24,36
2100,1,2,3,8,11,12,21,21,21,23,24,36
2100,1,2,3,8,11,11,21,21,21,24,24,36
2100,1,2,4,8,11,12,21,21,21,23,23,36
2100,1,2,3,8,10,12,21,21,21,23,24,37
2100,1,2,3,8,10,12,21,21,21,23,25,36
2100,1,2,3,8,11,12,20,21,21,23,24,37
2100,1,2,3,8,11,11,21,21,21,23,24,36
2101,1,2,3,8,11,13,21,21,21,23,24,36
2101,1,2,3,8,11,12,22,21,21,23,24,36
2101,1,2,3,8,11,12,21,21,21,24,24,35
2101,1,2,3,8,11,12,21,21,21,23,24,36
2101,1,2,3,8,11,12,21,21,21,23,23,36
2101,1,2,3,8,11,12,21,20,21,23,24,36
2101,1,2,3,8,11,12,21,22,21,23,24,35
2101,1,2,3,8,11,12,21,21,21,23,24,36
2101,1,2,3,8,11,12,20,21,22,23,24,36
2101,1,2,3,8,11,12,21,20,21,23,24,36
2101,1,2,3,8,11,13,21,21,21,23,24,36
2101,1,2,3,8,11,12,21,21,20,23,24,35
2101,1,2,3,8,11,12,21,21,21,23,24,36
2101,1,2,3,8,11,12,21,21,21,23,24,36
2101,1,2,3,8,11,12,21,21,20,23,24,37
2458,1,2,8,8,9,13,18,17,22,24,33,26
2458,1,2,8,8,9,13,18,16,23,25,33,25
2458,1,2,8,8,9,13,19,17,22,25,32,25
2458,1,2,8,8,9,13,18,15,23,25,32,25
2458,1,2,8,8,9,13,18,16,23,24,32,26
